hour_of_day,weekday,motion_hall,motion_living,temperature,light_level,tv_on,minutes_idle,scenario
7,5,1,1,21.81840274954848,89.03804283791335,0,0,day
4,1,0,0,16.927877190860187,0.0,0,230,away
15,2,1,0,22.09388448385632,76.90800023610048,0,12,day
6,4,0,0,17.43234248198035,0.0,0,228,away
12,0,0,1,21.939479740044668,83.90393476966172,0,28,day
12,6,1,1,21.680150316804337,76.13898209332511,0,21,day
18,0,0,1,21.51582217022604,60.687947845981,0,13,day
14,5,0,1,22.290552916083897,81.79281971320933,0,4,day
20,5,1,1,21.356546279731813,24.331317787093333,1,13,movie
7,1,1,1,21.780450539391722,87.45884551973568,0,0,day
4,1,0,0,17.491750287060043,0.0,0,225,away
3,4,0,0,16.44253100625353,0.0,0,197,away
7,4,1,1,21.008916491936542,83.53225986136862,0,3,day
21,0,0,0,22.237572329947447,40.94986127902463,0,22,day
10,0,1,1,22.850751834878306,81.50924380893541,0,10,day
14,6,1,1,22.083012068328127,80.7761072975677,0,4,day
6,1,0,0,16.914290022978214,0.0,0,183,away
19,3,1,1,22.215637365060786,67.26714637813843,0,7,day
6,2,0,0,16.48876465491528,0.0,0,475,away
2,1,0,0,16.78138488278865,0.0,0,271,away
11,5,1,0,22.36617520513162,80.58559136212169,0,17,day
2,4,0,0,17.2789953247684,0.0,0,420,away
8,3,1,1,22.023330757639453,94.8488846086193,0,6,day
12,5,1,0,22.756645439730722,100.0,0,21,day
20,0,1,1,21.5549896251182,6.949297977305028,1,1,movie
11,3,1,0,23.361228710117466,76.13375812715863,0,27,day
23,2,0,0,20.111696621573426,11.737569263807126,0,30,night
2,6,0,0,17.198448283235514,0.0,0,451,away
16,5,1,1,22.037761834742735,80.19464892853249,0,8,day
10,2,1,1,20.769966778225584,81.16702818648466,0,24,day
20,1,0,1,21.548944430909476,11.789970106799782,1,12,movie
10,1,1,1,22.250796768439656,100.0,0,8,day
1,2,0,0,17.337574756621343,0.0,0,390,away
20,4,1,1,22.30586785499825,52.24159683907941,0,25,day
6,2,0,0,17.600811700737253,0.0,0,188,away
9,3,1,0,22.17765044846872,77.97556282527503,0,12,day
19,1,1,1,22.604632284212688,24.28534326432947,1,5,movie
12,4,0,1,22.488200577528826,100.0,0,10,day
2,2,0,0,16.844884817780283,0.0,0,205,away
3,0,0,0,17.315563153353295,0.0,0,395,away
2,0,0,0,16.95408882039923,0.0,0,191,away
20,0,0,1,21.550489073448034,60.341048195501976,0,6,day
18,0,1,1,22.242018956558688,55.08732179724505,0,21,day
1,4,0,0,17.267422137302695,0.0,0,268,away
10,4,0,1,21.204067271148187,79.08799276848166,0,23,day
8,3,1,1,21.579044991460155,86.90021466143644,0,9,day
13,5,1,0,22.368703899386087,69.02442793403692,0,18,day
19,4,0,1,21.17625185047628,19.16293271146729,1,17,movie
12,6,1,1,23.145406555302394,58.97221388106691,0,27,day
0,5,0,0,17.44398785724228,0.0,0,257,away
14,6,1,1,20.803740121832814,57.38806315494444,0,18,day
8,3,1,1,21.58213495591663,88.60562075041092,0,4,day
4,1,0,0,16.769260610740673,0.0,0,254,away
9,3,1,1,22.816548642332293,65.81684467638742,0,26,day
9,5,0,1,21.194412752258156,66.16898072341725,0,23,day
4,2,0,0,17.398215731265072,0.0,0,468,away
22,6,0,1,22.36984625420646,21.277372388238987,1,18,movie
16,3,1,0,22.661379522944248,84.19104168912139,0,22,day
6,5,0,0,17.216452335287215,0.0,0,139,away
15,6,1,0,22.797563210893355,69.95401383820459,0,27,day
2,1,0,0,16.496234773317546,0.0,0,154,away
7,5,1,1,21.2055599232012,83.78347024107278,0,10,day
5,2,0,0,17.52900173260925,0.0,0,178,away
19,2,0,1,22.063873234975972,64.67335258681832,0,24,day
19,1,0,1,21.75996568655956,74.53221596912084,0,16,day
21,4,1,1,21.842838915997625,60.856840240075776,0,0,day
10,3,1,0,22.198649853297503,84.15316072171633,0,10,day
10,1,1,1,22.85439596165288,98.1064087739324,0,3,day
15,5,1,0,22.531846072215146,78.4891359867503,0,29,day
6,3,0,0,17.19378137569937,0.0,0,414,away
14,4,0,0,22.743155640896372,72.92872926914215,0,21,day
11,0,1,0,22.682928339517428,77.2374001441139,0,20,day
13,4,0,0,21.173116104161725,73.84755543423846,0,23,day
19,6,0,1,21.89310156907502,10.798085233063277,1,7,movie
1,5,0,0,16.97199485647488,0.0,0,190,away
14,3,1,1,22.88895385470959,81.42195285724256,0,26,day
18,4,1,1,21.467328583949083,47.024598985358324,0,23,day
8,2,1,0,22.040120576255884,90.44637021770824,0,9,day
16,3,0,1,22.01286521264676,96.20639698775832,0,14,day
19,1,1,0,21.683186257422904,43.31977362656097,0,8,day
18,0,1,1,22.717503088994466,23.96049736918629,1,5,movie
21,6,0,1,22.466784351437813,52.46769918216159,0,3,day
10,4,1,1,23.563795095587633,82.39936165800792,0,17,day
14,3,0,0,22.428762834048584,67.84173352015567,0,7,day
11,4,0,1,22.780799282732318,75.13040024393979,0,6,day
23,4,0,0,20.397740187249727,9.165436403726378,0,50,night
17,6,1,0,23.4951954064229,80.69824923204966,0,24,day
5,5,0,0,16.356725675515385,0.0,0,144,away
10,6,1,0,22.82297395739029,70.56217195647277,0,28,day
7,5,1,1,21.902353343010265,95.07372747154989,0,2,day
11,3,0,1,21.401473648431907,59.31965400110903,0,24,day
7,4,1,1,21.60388699353986,76.859137588359,0,3,day
13,1,1,0,23.1944256721395,69.15443975820199,0,15,day
15,5,0,1,21.868785162593053,74.44866868819406,0,24,day
17,2,1,1,22.254094096600543,66.13759889483403,0,7,day
9,2,0,0,22.92445501698672,72.70790601640992,0,29,day
9,6,1,0,22.14725610757847,66.3060142226138,0,26,day
13,4,1,0,23.184212456338987,70.8636373928509,0,17,day
15,5,1,1,22.297508447804187,88.86590131287232,0,30,day
23,1,0,0,19.765632715819365,9.536325561910632,0,59,night
13,3,0,1,21.779949582212467,72.52617166401468,0,15,day
6,5,0,0,16.8309756068805,0.0,0,231,away
3,1,0,0,16.89144940282731,0.0,0,262,away
21,0,0,1,22.71798906240089,16.142478431218205,1,12,movie
11,5,1,0,22.505195725810857,58.265854611903194,0,5,day
7,5,1,1,21.68920191500095,93.973808836707,0,5,day
18,1,0,1,21.880114493553204,23.14736905058201,1,4,movie
0,5,0,0,16.488201281634442,0.0,0,159,away
1,3,0,0,16.853713285741517,0.0,0,438,away
21,6,0,1,22.09661488849241,53.104141157493004,0,15,day
2,4,0,0,17.33415079756089,0.0,0,233,away
14,6,1,0,22.440185944985803,47.38481629899327,0,8,day
3,2,0,0,16.979748754777205,0.0,0,408,away
3,0,0,0,16.97009243137411,0.0,0,337,away
8,4,1,1,21.857466955790507,88.97151620371041,0,7,day
11,0,1,0,22.973957819170945,58.65388503062805,0,23,day
16,1,1,0,22.09826957057973,94.41255614426905,0,21,day
17,0,0,0,23.23645097197686,71.37660294478712,0,16,day
15,5,1,0,23.674946163441934,89.92070920974255,0,10,day
14,0,1,1,21.134179416692266,86.1951091766463,0,17,day
17,5,1,1,22.649859332194872,79.91496037348107,0,5,day
10,0,1,1,22.847405783541667,64.02411710965843,0,3,day
22,5,1,0,21.091520299917526,55.731843794536964,0,7,day
1,3,0,0,16.78319843858961,0.0,0,419,away
19,3,0,1,22.384947990637382,21.870901547117896,1,15,movie
18,4,0,1,23.217370377207498,64.44729625039554,0,4,day
18,2,1,1,21.66946545209643,20.004341730489863,1,9,movie
21,1,0,1,22.00540104242801,17.774235612451573,1,5,movie
10,2,1,0,21.728522238370335,70.83702403138491,0,25,day
22,3,1,1,21.771239400545102,64.58689976138356,0,13,day
2,2,0,0,17.387921794956696,0.0,0,269,away
20,2,0,1,22.054351076406704,24.904529498678038,1,18,movie
10,0,1,1,21.819401403884672,72.35571581935758,0,0,day
3,2,0,0,16.786481624136318,0.0,0,313,away
0,0,0,0,16.41501704605834,0.0,0,178,away
7,3,1,1,22.221587155011335,78.75559302241551,0,4,day
0,3,0,0,16.587519172624166,0.0,0,459,away
16,0,1,0,23.354697622207542,59.356436066697995,0,16,day
23,5,0,0,20.388199192345493,7.008619546316386,0,24,night
13,2,1,0,22.338403381428375,87.96339485370247,0,14,day
9,4,0,1,22.639088036592533,69.35413327741404,0,20,day
14,4,1,0,22.671719561191747,85.75984050294052,0,10,day
3,5,0,0,17.54738775750605,0.0,0,208,away
21,0,0,1,21.963082598215486,57.28315979514745,0,15,day
1,1,0,0,17.253147329422916,0.0,0,332,away
9,4,1,0,21.445570515011177,81.10138715613441,0,28,day
13,5,1,1,21.79349307258494,65.26384270862434,0,27,day
21,1,0,1,21.338902016956276,15.851224823946328,1,20,movie
4,4,0,0,17.12223207676099,0.0,0,222,away
3,2,0,0,17.30095349308507,0.0,0,127,away
22,4,0,1,22.070828348695514,16.411222760331704,1,18,movie
19,3,1,1,21.95299241295742,15.347304997452941,1,13,movie
23,6,0,0,20.031447067812714,7.27439996085346,0,25,night
8,2,1,1,21.096749686493883,94.12733373531479,0,2,day
11,1,1,0,22.212022374519787,64.00882873854769,0,20,day
4,4,0,0,16.806004110295312,0.0,0,198,away
17,4,1,1,23.366758675356138,91.7592028854539,0,27,day
4,0,0,0,16.592095925847413,0.0,0,299,away
1,6,0,0,17.08971575976677,0.0,0,318,away
4,4,0,0,16.742217694046914,0.0,0,455,away
19,0,0,1,21.32478929097231,16.75344226420112,1,6,movie
3,1,0,0,17.347870302677798,0.0,0,391,away
2,4,0,0,16.697912232233193,0.0,0,419,away
11,1,0,1,21.959247036408104,68.49275381734887,0,16,day
2,2,0,0,17.009779488767915,0.0,0,148,away
6,2,0,0,16.94715951487475,0.0,0,296,away
18,3,0,1,22.584635054535084,13.321295995902325,1,14,movie
13,2,1,1,20.69034288253634,54.718304580141876,0,3,day
13,1,1,1,23.370566089612016,63.30910385140188,0,9,day
15,2,0,1,22.216996047049765,60.00050665915655,0,4,day
23,0,0,0,19.987010270433018,11.056107130798367,0,89,night
13,4,1,0,22.271474357619766,79.17998694414048,0,12,day
17,1,1,0,21.833940680365732,98.99664069614839,0,30,day
4,6,0,0,17.618092860678622,0.0,0,417,away
15,0,1,1,23.053375058872867,78.10534670789247,0,24,day
20,1,0,1,22.32036455510146,24.509605357858742,1,3,movie
21,2,0,1,21.394973575155483,27.324098686232283,1,7,movie
1,3,0,0,16.866351706647876,0.0,0,311,away
23,0,0,0,19.380866866904036,8.46927978337149,0,101,night
15,2,1,0,22.037762066517985,83.39631204986563,0,6,day
2,1,0,0,16.83153880693714,0.0,0,358,away
19,5,1,1,21.684519201433936,22.228757080965465,1,16,movie
22,2,0,0,22.650617931913605,63.2154262646305,0,22,day
6,0,0,0,16.931836137106007,0.0,0,343,away
6,1,0,0,17.294293344112067,0.0,0,181,away
5,1,0,0,16.663620344531818,0.0,0,374,away
18,2,1,1,22.445791809688735,63.89454837719427,0,16,day
6,2,0,0,16.961646558973612,0.0,0,255,away
17,4,1,0,21.666117606390955,71.07752911234614,0,20,day
19,1,1,1,22.261421880374517,21.555932721618593,1,16,movie
10,0,1,0,22.154537114124103,71.48824642760586,0,5,day
17,6,1,0,21.796891356143277,72.84210513844994,0,8,day
17,3,0,1,22.025960535637648,76.04132882654866,0,23,day
0,2,0,0,17.174101582868424,0.0,0,288,away
23,0,0,0,20.08310023904565,5.857804514858765,0,21,night
1,4,0,0,17.50704942432156,0.0,0,226,away
4,2,0,0,16.309858295196918,0.0,0,120,away
7,2,1,1,21.566791746996284,81.34718215037176,0,0,day
1,5,0,0,16.811671336889784,0.0,0,140,away
11,2,0,0,22.292447995289322,85.69409790748205,0,2,day
14,0,1,1,23.295725608144078,64.66228974580272,0,21,day
7,6,1,1,22.8066232273973,91.54792437311491,0,5,day
16,2,0,1,22.157570644965322,76.44658280963466,0,1,day
14,6,1,1,21.71221558521589,78.35119943151665,0,30,day
1,6,0,0,17.31181176830858,0.0,0,382,away
3,1,0,0,17.29952555439299,0.0,0,224,away
4,4,0,0,16.67034771146421,0.0,0,129,away
11,4,1,1,22.612591490705405,81.46111830892447,0,17,day
3,3,0,0,16.98292676150901,0.0,0,456,away
7,6,1,0,21.984852962819566,92.01050611171605,0,9,day
10,0,1,1,21.525042386938708,88.65774925166555,0,0,day
4,4,0,0,17.214973541690934,0.0,0,472,away
14,4,0,1,22.063482350782067,78.55193351756016,0,4,day
1,2,0,0,17.148930224024124,0.0,0,314,away
19,0,1,0,21.44550115274314,63.347992596403074,0,19,day
7,4,1,1,21.411762795925817,100.0,0,1,day
12,2,1,1,22.52800021956989,81.54796521725314,0,3,day
5,2,0,0,16.742055877345067,0.0,0,357,away
21,6,1,1,22.432104744429004,65.5088936078311,0,14,day
6,5,0,0,17.015725226409717,0.0,0,228,away
11,0,1,1,22.5762657600895,79.80023299048614,0,30,day
6,5,0,0,16.400784089843583,0.0,0,412,away
7,1,1,1,21.11602886130907,82.1134037951907,0,6,day
7,0,1,1,21.118974584573674,79.4676894031592,0,5,day
4,6,0,0,16.527762264098605,0.0,0,395,away
7,0,1,0,21.149110131293245,86.76132544953677,0,7,day
17,3,0,1,22.01627875261707,87.04495025205568,0,21,day
22,0,1,1,22.410441410501235,55.61323569707985,0,21,day
15,0,1,1,22.81018622894271,80.66328772170417,0,19,day
14,5,1,1,22.801100381729643,90.26984767226469,0,11,day
18,6,1,1,21.70401059613501,14.341694886690595,1,10,movie
10,1,0,0,22.56935117271677,61.472424532378525,0,6,day
0,3,0,0,16.56988464791145,0.0,0,336,away
2,6,0,0,16.8061076953804,0.0,0,311,away
13,5,1,1,21.509043879955225,87.13659706741299,0,19,day
2,0,0,0,17.103816706228617,0.0,0,237,away
0,6,0,0,17.134782670424077,0.0,0,276,away
3,5,0,0,16.460053035081714,0.0,0,192,away
20,6,1,1,22.38306484050205,57.037035122711146,0,10,day
16,0,1,1,21.674061105490082,72.62570245893825,0,17,day
21,5,1,1,21.754768919653145,19.580571276126904,1,6,movie
4,0,0,0,16.984428319806064,0.0,0,282,away
16,5,1,0,22.093513507743847,72.22807125210929,0,24,day
12,0,1,1,20.934029611872017,68.33684650384295,0,17,day
13,6,1,0,22.98270821826933,68.59484179498881,0,14,day
6,4,0,0,16.456449101630795,0.0,0,165,away
7,4,1,1,21.691428193461842,89.66406507832129,0,3,day
8,3,1,0,21.508503058167967,91.72223436358814,0,0,day
3,2,0,0,16.823447075053622,0.0,0,303,away
14,0,0,1,22.76365225307891,85.75989949815842,0,4,day
20,3,1,1,21.495517011205873,16.224393454324975,1,19,movie
22,6,1,1,22.06911171273715,22.349818480593857,1,5,movie
23,4,0,0,20.454109892661275,10.547782361819731,0,18,night
17,0,1,0,22.667297830272616,85.10101494939771,0,13,day
12,3,0,0,22.04324136537525,76.18991186640108,0,28,day
21,3,0,1,22.028102826544576,16.874520032377195,1,11,movie
1,3,0,0,16.568417125180545,0.0,0,228,away
10,4,0,1,23.212531823691982,83.8212823909474,0,15,day
8,1,1,1,21.888795558461798,91.23582731765724,0,7,day
16,0,0,0,22.695402571982196,67.94281833387208,0,5,day
13,6,1,1,21.885351064217375,65.80415491832557,0,30,day
10,2,1,0,22.329304781581055,66.71675869210972,0,1,day
0,6,0,0,17.012002615412378,0.0,0,251,away
3,2,0,0,17.121240753980132,0.0,0,372,away
18,1,0,1,21.895860058035204,55.134016422407065,0,8,day
3,6,0,0,16.888311632315325,0.0,0,226,away
22,1,0,1,22.939189565996564,15.324362639986322,1,18,movie
8,0,1,1,21.788288520399593,84.99629112406808,0,0,day
14,2,1,0,21.722592694997648,65.52908279233546,0,9,day
19,3,0,1,21.86988568471844,10.56702935154986,1,9,movie
21,1,0,1,22.52592743026376,11.937232313946113,1,19,movie
21,3,0,1,22.73556061428162,63.94745590546956,0,16,day
11,2,1,0,20.98653176637391,77.2940953689587,0,18,day
13,5,0,0,22.269078820504685,85.44415868540273,0,27,day
9,6,1,0,22.83858731174831,66.21559119958566,0,17,day
17,3,0,0,22.51505758438356,94.77136475331642,0,18,day
16,0,0,0,22.264293043703592,63.20746027824734,0,30,day
20,1,0,1,21.85795049731961,25.700051206943407,1,17,movie
2,4,0,0,17.025591084547543,0.0,0,257,away
23,3,0,1,19.868432051866648,8.157325450708601,0,117,night
11,3,1,1,22.6225142070739,95.40866939181869,0,1,day
7,5,1,1,21.376948931911336,89.4179456921692,0,2,day
7,2,1,1,21.85091030655165,79.52415386439267,0,9,day
3,2,0,0,16.447534427403692,0.0,0,272,away
11,6,1,0,23.05264556284187,85.36400417014647,0,30,day
6,2,0,0,16.8787193533158,0.0,0,221,away
7,0,1,1,22.1053710778981,75.17499642351648,0,8,day
10,3,0,0,21.900637470022833,84.8934625377235,0,9,day
23,2,0,0,20.43254991757486,10.465817114875069,0,101,night
5,2,0,0,17.035803599905524,0.0,0,480,away
3,1,0,0,16.617875396472076,0.0,0,230,away
6,2,0,0,17.096580863840973,0.0,0,170,away
19,2,1,0,22.19734510568509,58.05177566620111,0,6,day
14,5,0,0,22.296914791292306,92.4811216182388,0,23,day
18,2,1,0,21.203082423982686,54.99500714878883,0,7,day
11,6,0,0,22.414053774185014,72.95522192253473,0,21,day
6,1,0,0,17.005031400940734,0.0,0,166,away
23,1,0,0,20.016134562221875,8.375463610786694,0,41,night
5,4,0,0,17.627282578825533,0.0,0,191,away
8,4,1,1,21.029822812075796,87.3270165993365,0,10,day
14,4,1,1,22.482750274707534,62.64279490695431,0,21,day
12,4,1,1,21.71149801080833,77.77049347509913,0,10,day
13,5,1,0,21.81056414817523,92.05483382793965,0,27,day
18,6,0,1,21.628660572649423,13.261261425350703,1,11,movie
19,0,1,1,22.104875609811643,64.64959049595402,0,5,day
15,1,1,0,21.446367124279178,74.3012551642026,0,8,day
5,3,0,0,17.28693938304347,0.0,0,430,away
22,1,1,1,22.36285399165936,21.139817154751672,1,10,movie
3,6,0,0,16.981996543862216,0.0,0,270,away
12,0,1,0,22.311631706191314,81.57575842824816,0,12,day
5,1,0,0,17.82181803784831,0.0,0,271,away
8,0,1,1,21.95450117804285,100.0,0,9,day
14,5,1,0,22.170245815270835,89.47323241613559,0,9,day
22,4,1,1,23.24636943331926,16.28978207468192,1,20,movie
10,5,1,1,23.650683321669867,62.10476647781874,0,15,day
14,4,1,1,21.211333715337318,90.68081822665297,0,24,day
13,1,1,1,21.85233594865098,71.36555386374604,0,23,day
0,3,0,0,17.053118809889494,0.0,0,151,away
5,2,0,0,17.476637445673028,0.0,0,327,away
12,0,1,1,22.39696437724862,69.72422758788971,0,27,day
17,5,0,0,22.227785978876483,66.73921959649508,0,26,day
21,5,0,0,21.5736018530771,58.9819735281177,0,14,day
12,4,1,0,22.34240286227631,62.53938672155012,0,26,day
14,1,0,0,21.81155387657903,73.26008235102996,0,13,day
13,4,1,0,22.230991028668388,90.2953197456844,0,17,day
23,5,0,0,20.287637218435336,10.246582132503942,0,17,night
20,5,0,1,22.00215382117158,18.059543500830383,1,10,movie
18,2,1,1,21.915578707398517,11.672189930248404,1,3,movie
18,4,1,1,22.243941671009782,20.106792168418306,1,9,movie
5,1,0,0,16.226964391623756,0.0,0,292,away
7,2,1,1,22.105420515568344,83.87837427000493,0,0,day
20,3,0,1,22.06838705865835,16.206840905423064,1,7,movie
23,2,0,0,20.170992416848335,14.252969818073801,0,87,night
11,4,1,0,21.036748423797885,62.77713604099816,0,15,day
20,1,0,1,21.46897687057672,13.092925061793455,1,19,movie
12,0,1,0,21.731285384311796,81.22360213834469,0,0,day
0,5,0,0,17.238778358923554,0.0,0,175,away
2,4,0,0,16.88869849261713,0.0,0,297,away
18,4,1,1,21.609104885133338,14.557267827341898,1,8,movie
12,1,1,1,22.368512609235314,76.46203275814953,0,19,day
22,1,1,1,22.69349636495442,18.913842726929285,1,16,movie
17,3,1,1,21.758548805849806,83.01350838344825,0,24,day
20,4,1,1,22.672224739059335,54.616231858180285,0,19,day
6,1,0,0,16.365002870507478,0.0,0,409,away
22,4,0,1,21.81666060317474,11.33296826803905,1,13,movie
6,2,0,0,16.709230016427938,0.0,0,377,away
16,6,0,1,22.654666056561712,73.72579369244343,0,1,day
12,4,1,0,22.080701038212677,63.28144815499115,0,19,day
16,3,1,1,22.381828969759628,81.9032057298639,0,7,day
20,2,1,0,22.36377288865677,66.00338843522862,0,11,day
1,0,0,0,17.16814485033705,0.0,0,289,away
21,4,0,1,21.54678447036142,19.839601065231083,1,0,movie
6,1,0,0,17.150043265501676,0.0,0,343,away
3,2,0,0,16.62189737925065,0.0,0,178,away
2,5,0,0,16.513737452611217,0.0,0,163,away
15,2,1,0,21.90427863130536,71.23115976966722,0,11,day
17,3,0,1,22.097260353544602,59.40403161673595,0,28,day
2,5,0,0,17.335680542060906,0.0,0,272,away
6,3,0,0,16.700500150407635,0.0,0,171,away
11,3,1,0,20.624911989541918,67.6823882573719,0,1,day
9,6,1,1,22.017079282203955,70.73146804012823,0,4,day
5,3,0,0,17.459496939929096,0.0,0,154,away
19,3,0,1,21.849845870881843,21.835226624043845,1,18,movie
19,6,1,1,21.83547316397589,16.97670746302967,1,19,movie
13,2,1,1,21.61950595357486,97.4344682477698,0,20,day
6,6,0,0,16.690091201768656,0.0,0,233,away
13,1,0,1,22.008796145653918,74.30413627502709,0,16,day
18,4,1,1,22.925231616921877,18.343996260020862,1,9,movie
8,2,1,1,22.23318311749252,83.13466633714847,0,7,day
22,1,0,1,21.825815318382965,18.366105756955445,1,6,movie
5,5,0,0,17.004134225272942,0.0,0,152,away
20,2,0,1,22.35705687427665,13.264963611759221,1,2,movie
1,0,0,0,16.562978291846633,0.0,0,334,away
3,6,0,0,17.665693300599056,0.0,0,141,away
9,2,1,0,21.905916991056372,63.88090280018723,0,9,day
8,0,1,1,21.598100179608448,81.26093210747223,0,0,day
3,4,0,0,17.118553208046702,0.0,0,464,away
23,3,0,1,20.129487558231627,11.471565785988282,0,111,night
1,4,0,0,16.60756513675349,0.0,0,170,away
23,4,0,1,19.709656711725145,6.56899428230861,0,37,night
5,0,0,0,16.577461414598616,0.0,0,254,away
10,1,1,0,23.274539142739748,69.63503950151745,0,16,day
10,5,1,1,22.061364192060307,59.817727304816074,0,2,day
20,3,1,1,21.479699572579246,12.01335809310848,1,19,movie
20,2,1,1,20.88153725063699,17.023565125911595,1,5,movie
9,1,1,1,22.43710388568929,79.23083257937901,0,17,day
1,2,0,0,17.266333239122687,0.0,0,324,away
15,1,1,1,21.34694275857173,61.65777792542397,0,30,day
4,2,0,0,17.30210071039044,0.0,0,233,away
17,5,0,0,22.32518974912402,87.99729780344171,0,20,day
21,2,0,1,21.84782969754104,14.648706964889401,1,10,movie
15,2,0,1,22.984749374267903,56.29984968028424,0,16,day
18,4,1,1,21.69613461419778,60.20769690746804,0,3,day
1,5,0,0,16.696052829862033,0.0,0,185,away
16,1,1,0,23.004152640571096,81.16990472161142,0,16,day
7,6,1,1,21.397925019212522,82.03136128582813,0,8,day
16,5,1,1,22.331641601852343,78.34595580893438,0,5,day
17,4,0,1,22.38762754756488,73.46162438874467,0,18,day
10,6,1,1,21.985481934867277,62.32246101202941,0,5,day
1,1,0,0,16.751196990439325,0.0,0,180,away
8,2,1,1,21.345968783835424,89.70064861446782,0,3,day
21,6,0,1,22.300947824303222,15.284847304631286,1,10,movie
2,5,0,0,16.74015851616207,0.0,0,396,away
10,1,1,1,22.363992753922123,98.38831666414424,0,10,day
16,3,1,0,21.697188491744587,87.66288306532486,0,28,day
7,6,1,1,22.14347683388541,98.33697930021435,0,6,day
21,3,0,1,21.83951007980814,18.02074579463608,1,10,movie
8,5,1,1,21.121700074530445,78.74509235319064,0,10,day
7,3,1,0,22.117355321045004,86.98642506205157,0,5,day
9,2,0,1,22.552354597046904,81.94952458176802,0,17,day
19,3,0,1,21.81311880531892,60.737416860214665,0,23,day
8,0,1,1,21.07827660153158,82.22421714948429,0,1,day
19,4,1,1,22.030507427707104,21.5576538260981,1,8,movie
10,1,1,0,22.543257434159088,79.75730297612357,0,30,day
5,3,0,0,17.34632680127193,0.0,0,314,away
11,3,1,1,22.34696353622668,86.63508928451526,0,21,day
10,1,1,1,21.705536100441595,75.25237436586691,0,6,day
3,4,0,0,16.113887953758613,0.0,0,377,away
0,6,0,0,16.93588282287079,0.0,0,265,away
15,3,0,0,20.632682521008398,71.1908333382586,0,22,day
18,0,0,1,21.714693473230067,68.20951734485492,0,14,day
18,0,1,0,22.277321808586304,78.21230951634472,0,23,day
3,1,0,0,16.526013916686313,0.0,0,145,away
5,0,0,0,16.29415357904629,0.0,0,479,away
13,4,1,0,22.538964392128086,77.709383711283,0,25,day
16,1,1,1,22.665451380269946,51.813857173042855,0,2,day
14,0,0,1,22.535109108964537,69.57216430359276,0,23,day
17,1,1,1,22.876165885927378,85.74657690700202,0,17,day
13,0,1,1,21.60000913151376,79.56712639035952,0,5,day
11,1,1,1,22.017413898306124,73.86144399006085,0,17,day
20,4,0,1,21.964341966437033,13.78886774755335,1,12,movie
16,0,0,0,21.594509795179896,79.05328287348692,0,15,day
9,5,1,0,21.97162509176018,90.20027917787104,0,26,day
3,3,0,0,17.03772806255244,0.0,0,310,away
17,2,0,1,23.07271082457542,79.76069596320771,0,8,day
6,2,0,0,16.72590287712839,0.0,0,175,away
4,3,0,0,17.53527845317546,0.0,0,311,away
16,0,1,1,21.403240491603935,81.33252021213764,0,17,day
23,5,0,0,19.544962401854924,6.951475331282273,0,109,night
16,3,1,0,22.56423206086233,76.73656594992194,0,15,day
23,3,0,0,19.571637201662192,7.978245823341705,0,65,night
21,0,0,1,21.60716148586625,22.818030206424623,1,20,movie
0,6,0,0,17.94232847263926,0.0,0,248,away
18,0,1,0,21.5362131590893,76.97339988052752,0,23,day
14,1,1,1,22.966518115044163,67.56867341988251,0,2,day
9,2,1,0,22.390974721591867,67.90900732805092,0,25,day
11,1,0,1,22.045609268840597,76.08845306696946,0,22,day
9,3,1,0,22.220506629434745,79.00614806764537,0,27,day
19,1,1,1,22.504760351221442,63.81928458748871,0,6,day
0,5,0,0,16.845421695109433,0.0,0,332,away
19,6,1,1,22.10939891410027,63.177872423831936,0,14,day
0,5,0,0,16.732650126680188,0.0,0,203,away
22,6,1,1,22.514662465657704,64.79667615832302,0,2,day
6,0,0,0,17.09044320401775,0.0,0,407,away
12,4,1,1,21.52729280153226,67.51475024647358,0,25,day
12,5,0,0,22.183826498138874,78.1534379328875,0,13,day
19,3,0,1,21.783286507609244,19.92954494932981,1,3,movie
5,4,0,0,16.683786220110832,0.0,0,306,away
7,4,1,1,22.555568283179568,85.7832679730575,0,5,day
22,4,0,1,22.33388776026309,54.63080963895463,0,11,day
3,5,0,0,17.137058879677923,0.0,0,275,away
21,0,1,1,21.458646588856592,19.578397685482162,1,8,movie
17,5,0,1,22.05630081864795,72.21714782635793,0,6,day
7,1,1,1,20.530396041252168,92.78715520167562,0,5,day
7,3,1,1,21.442934453899976,83.91958507582954,0,1,day
2,5,0,0,17.165538954324894,0.0,0,209,away
15,0,1,1,22.244866073481305,80.51087283703822,0,11,day
20,5,0,1,21.678315060236436,68.76913893084271,0,23,day
14,3,1,0,22.35576680874193,96.91669089395488,0,28,day
15,0,0,1,22.22272799669376,76.43450024351458,0,29,day
0,2,0,0,16.978955162777844,0.0,0,120,away
6,2,0,0,16.7831676811222,0.0,0,305,away
14,1,1,1,21.302603849474778,77.16468415051422,0,7,day
3,1,0,0,16.823010822859995,0.0,0,467,away
7,5,1,0,20.91439758080407,99.02137101897408,0,9,day
0,3,0,0,17.611424325717547,0.0,0,258,away
5,2,0,0,16.658006087636647,0.0,0,226,away
10,0,1,0,22.050076644548664,55.61389493427592,0,28,day
10,4,1,0,22.41507574582006,67.06243661705528,0,11,day
13,6,1,0,22.08022090519342,64.52097124809991,0,21,day
3,4,0,0,16.589107761324936,0.0,0,330,away
16,5,1,1,21.93128015293412,95.54692515411246,0,20,day
